iso3,timestamp,psychology_trust,psychology_fear,psychology_optimism,psychology_nationalism,psychology_social_cohesion,psychology_confidence,society_education,society_urbanization,society_population,society_age,society_religion,society_healthcare,society_migration
PHL,2020-08-01,27.11,72.11,78.93,4.99,17.2,28.13,58.9,4.92,90.43,5.02,14.92,67.59,17.29
PHL,2020-09-01,26.86,72.14,79.08,5.0,16.99,27.58,58.85,4.97,90.53,4.92,14.88,67.2,17.29
PHL,2020-10-01,26.61,72.3,78.46,4.82,17.22,27.95,58.79,4.94,90.49,5.04,14.9,66.63,17.26
PHL,2020-11-01,27.38,72.59,78.89,5.29,17.37,27.71,58.84,4.96,90.36,5.11,14.97,65.92,17.25
PHL,2020-12-01,27.23,73.09,78.74,5.06,17.82,28.22,58.95,5.02,90.41,4.97,14.93,65.51,17.33
PHL,2021-01-01,27.4,73.6,78.76,5.21,17.23,27.89,58.84,5.09,90.41,4.92,14.85,65.0,17.37
PHL,2021-02-01,27.41,72.66,78.88,4.95,17.3,27.87,58.87,5.04,90.45,5.0,16.58,65.61,17.27
PHL,2021-03-01,27.55,73.18,79.35,4.83,17.54,27.76,58.82,5.02,90.5,5.06,18.2,66.06,17.26
PHL,2021-04-01,26.9,72.63,79.4,4.91,17.57,27.99,58.85,4.96,90.53,4.96,19.9,66.61,17.2
PHL,2021-05-01,27.57,72.79,79.45,5.05,17.48,28.01,58.82,5.09,90.47,4.92,21.57,67.13,17.24
PHL,2021-06-01,27.28,72.54,79.0,4.82,17.47,28.04,58.86,4.97,90.47,4.99,23.17,67.68,17.18
PHL,2021-07-01,27.9,72.69,79.96,5.26,17.41,27.41,58.97,4.97,90.42,5.07,24.84,68.21,17.3
PHL,2021-08-01,27.67,72.5,79.59,4.83,17.93,27.86,58.85,4.97,90.42,5.07,26.51,68.73,17.12
PHL,2021-09-01,27.54,72.15,80.23,4.98,17.72,27.84,58.8,4.99,90.41,5.08,28.2,69.27,17.25
PHL,2021-10-01,27.92,71.87,80.51,4.89,17.82,27.8,58.98,5.03,90.49,5.08,29.83,69.82,17.32
PHL,2021-11-01,27.47,71.67,80.69,4.61,17.29,28.07,58.94,4.99,90.41,5.02,31.52,70.4,17.23
PHL,2021-12-01,27.44,71.76,80.22,4.95,18.05,28.0,58.86,5.0,90.46,5.05,33.22,70.93,17.21
PHL,2022-01-01,27.83,71.18,80.4,4.98,17.55,27.51,58.8,5.02,90.42,5.05,34.87,71.36,17.25
PHL,2022-02-01,28.05,71.26,80.17,5.33,17.93,27.95,58.94,5.0,90.4,4.97,34.76,71.51,17.31
PHL,2022-03-01,27.71,71.94,80.77,5.02,18.03,27.98,58.9,5.04,90.46,4.98,34.84,71.57,17.32
PHL,2022-04-01,28.27,70.84,80.31,4.88,17.9,27.74,58.83,5.04,90.45,4.94,34.81,71.63,17.27
PHL,2022-05-01,28.35,70.93,80.82,4.84,17.89,28.12,58.93,4.98,90.45,4.94,34.87,71.49,17.26
PHL,2022-06-01,28.28,70.76,80.76,4.96,17.27,27.88,58.8,4.93,90.51,5.02,34.84,71.54,17.21
PHL,2022-07-01,28.11,70.5,81.12,5.37,17.83,27.77,58.93,5.0,90.48,5.0,34.8,71.61,17.25
PHL,2022-08-01,28.59,70.65,80.97,5.41,17.72,28.05,58.95,4.97,90.4,4.99,34.84,71.53,17.28
PHL,2022-09-01,28.4,70.63,81.14,4.91,17.73,27.9,58.82,4.99,90.49,5.07,34.91,71.58,17.26
PHL,2022-10-01,28.84,70.63,80.39,4.86,18.02,28.44,58.84,5.04,90.44,5.06,34.8,71.63,17.25
PHL,2022-11-01,28.45,70.27,80.2,4.97,18.18,28.35,58.85,5.03,90.48,5.06,34.93,71.61,17.22
PHL,2022-12-01,28.78,69.99,80.69,4.91,17.79,27.96,58.87,5.02,90.43,5.02,34.79,71.72,17.21
PHL,2023-01-01,28.78,70.43,80.33,5.09,17.95,28.31,58.94,4.97,90.48,5.0,34.91,71.65,17.2
PHL,2023-02-01,28.53,69.9,79.86,5.01,17.81,28.17,58.86,5.03,90.43,5.01,34.84,71.8,17.19
PHL,2023-03-01,29.01,70.09,80.38,5.09,18.03,28.41,58.86,5.05,90.43,5.06,34.87,71.83,17.21
PHL,2023-04-01,29.56,69.72,80.26,5.58,17.71,28.07,58.84,4.88,90.39,5.02,34.91,71.8,17.27
PHL,2023-05-01,28.86,69.02,80.02,5.07,17.56,28.05,58.87,4.97,90.38,5.01,34.87,71.74,17.3
PHL,2023-06-01,29.39,69.97,80.38,5.08,17.73,28.05,58.89,4.96,90.42,5.0,34.91,71.82,17.29
PHL,2023-07-01,29.28,69.68,80.54,4.75,17.82,28.0,58.84,5.01,90.46,5.0,34.85,71.83,17.24
PHL,2023-08-01,29.35,69.5,80.72,4.95,17.57,27.98,58.79,5.0,90.34,4.95,34.86,71.83,17.21
PHL,2023-09-01,29.41,69.38,80.37,4.96,17.46,27.54,58.91,5.02,90.37,5.0,34.86,71.9,17.27
PHL,2023-10-01,29.91,69.24,80.63,4.71,17.53,27.55,58.84,5.0,90.47,5.03,34.95,71.88,17.29
PHL,2023-11-01,29.82,69.1,80.16,5.06,17.66,28.21,58.89,5.07,90.44,4.95,34.86,71.94,17.21
PHL,2023-12-01,30.11,69.24,80.55,4.89,17.58,27.36,58.83,5.04,90.47,5.09,34.78,71.87,17.26
PHL,2024-01-01,30.05,69.35,80.53,4.79,17.61,27.31,58.91,5.0,90.42,4.98,34.84,71.97,17.21
PHL,2024-02-01,30.08,68.7,80.48,5.25,17.38,27.61,58.84,5.14,90.41,5.06,34.8,71.93,17.18
PHL,2024-03-01,30.08,68.89,80.68,5.18,17.8,27.26,58.93,4.96,90.48,4.98,34.86,71.94,17.34
PHL,2024-04-01,30.25,69.03,80.79,4.57,17.59,27.43,58.88,5.02,90.5,4.95,34.84,72.0,17.2
PHL,2024-05-01,30.66,68.94,80.33,4.96,17.33,26.87,58.81,4.97,90.5,4.95,34.9,71.97,17.25
PHL,2024-06-01,30.15,68.95,80.55,4.74,17.05,26.72,58.89,5.0,90.39,5.04,34.88,72.14,17.23
PHL,2024-07-01,29.52,69.15,80.0,5.37,17.71,26.84,58.98,4.98,90.34,4.92,34.81,72.04,17.24
PHL,2024-08-01,29.61,68.89,80.65,5.29,16.93,26.21,58.92,5.04,90.49,4.95,34.87,72.04,17.27
PHL,2024-09-01,29.77,69.82,80.43,5.03,16.81,26.6,58.93,4.96,90.42,5.02,34.9,72.19,17.24
PHL,2024-10-01,29.39,69.34,80.57,4.66,17.2,26.32,58.78,5.05,90.45,4.98,34.87,72.08,17.27
PHL,2024-11-01,29.24,68.73,81.02,5.09,16.9,26.09,58.87,4.98,90.42,5.02,34.97,72.19,17.28
PHL,2024-12-01,28.9,68.58,80.86,4.94,16.77,26.26,58.9,4.96,90.37,4.99,34.91,72.14,17.25
PHL,2025-01-01,29.32,69.22,81.39,4.67,16.87,26.41,58.81,5.06,90.44,4.99,34.89,72.19,17.23
PHL,2025-02-01,28.48,69.36,81.39,5.2,17.08,25.76,58.84,4.94,90.42,5.0,34.94,72.25,17.21
PHL,2025-03-01,29.5,69.15,81.38,4.94,17.0,26.5,58.77,5.06,90.38,4.97,34.79,72.14,17.12
PHL,2025-04-01,28.86,69.17,80.93,4.99,17.2,25.76,58.79,5.07,90.42,4.85,34.8,72.18,17.23
PHL,2025-05-01,29.08,69.04,81.36,5.09,17.02,26.51,58.8,4.99,90.48,4.91,34.82,72.09,17.22
PHL,2025-06-01,29.41,69.12,81.31,5.2,16.71,26.18,58.81,4.92,90.41,4.99,34.88,72.16,17.17
PHL,2025-07-01,29.68,69.39,80.61,5.41,16.94,26.37,58.86,4.94,90.4,4.97,34.87,72.16,17.32
PHL,2025-08-01,29.16,69.11,81.15,5.58,17.14,26.32,58.83,4.97,90.47,5.01,34.88,72.15,17.32
PHL,2025-09-01,29.29,68.69,81.17,4.93,16.98,25.94,58.86,4.96,90.45,5.0,34.88,72.12,17.26
PHL,2025-10-01,29.07,69.08,80.74,4.96,17.11,26.33,58.87,4.93,90.44,4.96,34.85,72.11,17.28
PHL,2025-11-01,29.14,69.08,81.22,4.65,16.81,25.92,58.82,4.97,90.32,4.92,34.88,72.09,17.23
PHL,2025-12-01,29.01,68.85,80.82,4.9,17.32,26.22,58.83,5.05,90.28,5.01,34.83,72.17,17.25
POL,1995-01-01,80.86,5.04,90.1,20.68,78.5,61.23,58.55,5.01,84.47,4.93,49.94,71.06,59.78
POL,1995-02-01,81.3,5.12,90.24,20.98,77.91,61.15,58.57,5.0,84.49,4.97,49.9,71.16,58.66
POL,1995-03-01,80.87,4.91,89.99,20.92,77.57,61.28,58.54,5.05,84.38,5.05,49.93,71.29,57.3
POL,1995-04-01,81.15,4.54,89.99,20.92,77.66,61.2,58.6,4.97,84.52,4.94,49.92,71.41,56.12
POL,1995-05-01,80.88,4.67,90.18,20.29,78.4,61.36,58.82,5.05,84.49,5.09,50.0,71.5,54.93
POL,1995-06-01,80.65,4.8,89.9,20.46,77.7,61.8,58.87,5.13,84.43,4.98,49.95,71.51,53.75
POL,1995-07-01,80.66,4.71,90.06,20.72,77.25,62.29,58.79,4.99,84.42,5.01,50.0,71.61,52.41
POL,1995-08-01,80.15,4.74,90.19,20.29,77.99,62.8,58.95,5.08,84.51,5.02,49.99,71.71,51.34
POL,1995-09-01,80.63,5.27,90.39,20.97,78.02,62.52,59.1,5.01,84.43,4.96,50.02,71.88,50.11
POL,1995-10-01,80.61,5.11,90.53,20.82,77.53,62.34,59.06,5.01,84.46,5.03,49.84,71.82,48.91
POL,1995-11-01,80.42,5.01,90.32,20.52,77.01,62.96,59.28,5.02,84.52,4.87,50.0,71.96,47.72
POL,1995-12-01,80.36,5.05,90.43,20.75,76.94,62.99,59.3,5.07,84.43,4.95,49.94,72.18,46.47
POL,1996-01-01,80.09,4.75,90.02,20.38,76.73,62.9,59.4,5.0,84.41,4.99,49.9,72.21,45.25
POL,1996-02-01,80.57,4.69,89.92,20.33,76.95,63.49,59.39,5.08,84.39,4.95,49.91,72.25,44.51
POL,1996-03-01,79.75,5.1,89.97,20.69,77.43,63.35,59.49,4.95,84.42,5.03,50.08,72.31,43.76
POL,1996-04-01,79.97,5.3,89.98,20.77,77.27,63.21,59.6,4.98,84.44,4.97,49.85,72.36,43.04
POL,1996-05-01,79.48,5.24,90.35,20.63,76.77,63.34,59.63,5.0,84.52,4.94,50.0,72.36,42.18
POL,1996-06-01,79.7,4.84,89.7,20.7,76.61,63.19,59.64,4.96,84.45,5.06,49.98,72.48,41.47
POL,1996-07-01,79.82,5.0,89.98,20.97,76.81,63.49,59.82,4.93,84.37,5.04,49.96,72.44,40.73
POL,1996-08-01,79.45,4.94,89.96,20.28,76.46,63.07,59.85,5.0,84.34,5.1,49.89,72.55,39.96
POL,1996-09-01,79.52,4.58,90.02,20.55,76.39,62.98,59.93,5.07,84.39,4.95,49.83,72.57,39.24
POL,1996-10-01,79.52,4.88,89.79,20.67,76.42,63.2,59.98,4.94,84.45,5.02,49.88,72.59,38.43
POL,1996-11-01,79.17,4.68,89.77,20.28,76.24,63.22,60.2,4.99,84.41,5.0,50.01,72.66,37.65
POL,1996-12-01,79.02,4.8,90.05,20.18,76.27,63.57,60.11,5.08,84.43,4.92,50.01,72.84,36.97
POL,1997-01-01,79.03,4.83,90.22,20.71,76.19,63.55,60.32,4.99,84.51,5.08,50.02,72.76,36.2
POL,1997-02-01,79.41,5.05,90.12,20.44,76.18,63.37,60.31,4.99,84.44,4.98,49.98,72.85,35.69
POL,1997-03-01,79.42,5.07,90.17,20.92,76.72,63.3,60.41,4.96,84.53,4.98,49.89,72.85,35.28
POL,1997-04-01,79.58,4.98,90.02,20.63,76.0,63.37,60.46,5.04,84.51,5.01,49.96,72.97,34.7
POL,1997-05-01,79.26,4.99,90.3,20.82,76.65,63.74,60.56,5.06,84.48,5.0,50.0,73.02,34.32
POL,1997-06-01,79.17,5.22,90.12,20.58,76.6,63.81,60.59,5.11,84.52,5.04,49.9,73.16,33.7
POL,1997-07-01,79.5,5.19,90.22,20.87,76.74,63.06,60.69,5.0,84.47,5.08,49.95,73.14,33.35
POL,1997-08-01,79.78,4.94,89.76,20.49,76.26,63.9,60.65,4.9,84.44,5.06,49.99,73.16,32.86
POL,1997-09-01,79.46,5.35,90.07,20.39,76.72,63.79,60.9,4.98,84.48,5.01,49.97,73.31,32.4
POL,1997-10-01,79.69,4.85,89.98,20.85,77.05,63.7,60.91,5.07,84.42,5.03,49.94,73.35,31.98
POL,1997-11-01,79.51,5.42,90.57,20.2,76.73,64.54,60.94,4.93,84.43,5.01,49.88,73.42,31.55
POL,1997-12-01,79.3,4.52,89.94,20.68,76.59,64.2,61.02,5.1,84.39,4.97,49.97,73.5,31.09
POL,1998-01-01,79.55,5.3,90.01,20.35,76.73,64.42,61.05,5.02,84.45,4.96,49.8,73.59,30.58
POL,1998-02-01,79.65,5.21,89.89,20.61,76.72,64.65,61.19,4.94,84.5,5.02,49.91,73.58,29.81
POL,1998-03-01,79.06,5.43,89.87,20.54,76.62,64.24,61.3,4.98,84.43,5.05,50.04,73.64,29.14
POL,1998-04-01,79.55,5.03,89.87,20.7,77.25,64.29,61.39,4.97,84.43,4.94,49.88,73.6,28.54
POL,1998-05-01,78.91,4.96,90.19,20.24,76.91,64.21,61.43,5.09,84.52,5.01,49.93,73.57,27.82
POL,1998-06-01,79.66,5.49,90.13,20.34,76.27,64.21,61.59,5.01,84.51,4.99,50.03,73.65,27.14
POL,1998-07-01,79.51,5.19,90.26,20.68,76.6,64.51,61.55,5.08,84.43,4.89,49.94,73.69,26.42
POL,1998-08-01,80.0,5.31,89.76,20.43,76.49,63.84,61.71,4.98,84.53,4.97,49.83,73.65,25.78
POL,1998-09-01,80.21,4.68,90.15,20.33,76.89,64.28,61.82,5.01,84.47,5.03,49.93,73.68,25.08
POL,1998-10-01,79.8,4.75,89.71,20.56,77.11,64.1,61.78,5.0,84.4,4.89,49.89,73.74,24.42
POL,1998-11-01,80.01,4.85,90.15,21.07,76.49,64.49,61.8,4.96,84.5,5.02,50.0,73.72,23.76
POL,1998-12-01,80.02,5.05,90.24,20.28,76.87,64.56,61.93,5.04,84.46,5.04,49.94,73.63,23.08
POL,1999-01-01,80.16,5.05,90.14,20.28,76.75,64.4,62.02,5.0,84.51,4.96,49.94,73.8,22.4
POL,1999-02-01,79.68,4.89,90.18,20.39,76.67,63.86,62.14,5.06,84.54,5.0,49.98,73.82,22.77
POL,1999-03-01,80.03,5.5,89.94,20.19,76.36,64.19,62.13,4.99,84.52,5.0,50.0,74.02,23.24
POL,1999-04-01,79.93,4.81,89.89,20.54,76.86,63.98,62.27,5.03,84.51,5.0,50.0,74.12,23.65
POL,1999-05-01,79.84,4.97,90.03,20.57,76.84,64.02,62.33,5.02,84.5,5.09,49.92,74.33,24.13
POL,1999-06-01,79.76,4.91,90.31,20.41,76.87,63.85,62.47,4.99,84.53,4.89,49.94,74.41,24.5
POL,1999-07-01,79.67,4.86,90.2,20.53,77.19,64.02,62.5,5.0,84.53,5.01,49.99,74.52,24.81
POL,1999-08-01,79.92,4.66,90.06,20.61,77.06,63.74,62.58,4.9,84.47,5.02,49.85,74.7,25.31
POL,1999-09-01,80.0,4.89,90.15,20.83,76.78,63.99,62.59,4.92,84.44,5.0,49.92,74.77,25.73
POL,1999-10-01,80.14,4.98,89.94,20.77,77.36,63.76,62.68,4.99,84.54,5.0,49.88,74.87,26.23
POL,1999-11-01,79.83,5.48,90.14,20.52,77.36,63.8,62.85,4.96,84.53,4.96,49.9,75.08,26.74
POL,1999-12-01,79.71,4.88,89.42,20.25,77.11,63.6,62.9,5.01,84.46,5.03,50.0,75.19,26.98
POL,2000-01-01,80.05,5.16,89.83,20.03,76.86,64.21,62.95,4.98,84.5,4.9,49.89,75.32,27.44
POL,2000-02-01,80.25,4.87,90.06,20.37,77.02,63.89,62.88,5.05,84.48,4.98,49.82,75.43,26.78
POL,2000-03-01,80.25,5.19,90.37,20.96,76.8,63.94,62.97,4.99,84.52,5.01,49.91,75.54,26.01
POL,2000-04-01,80.38,5.03,90.43,20.38,77.39,63.93,63.08,5.03,84.61,4.98,49.94,75.47,25.33
POL,2000-05-01,80.31,4.98,91.09,20.65,76.92,63.76,63.15,4.99,84.5,5.04,49.88,75.65,24.69
POL,2000-06-01,80.1,4.69,90.6,20.6,77.09,64.09,63.19,4.88,84.5,5.07,49.97,75.78,23.94
POL,2000-07-01,80.59,4.96,90.68,20.54,77.06,63.83,63.22,4.99,84.49,5.0,49.9,75.81,23.3
POL,2000-08-01,80.02,4.93,90.81,20.5,77.0,64.21,63.29,4.96,84.53,5.0,49.93,75.96,22.61
POL,2000-09-01,80.68,4.96,91.26,20.33,77.35,64.27,63.39,5.03,84.48,5.04,49.94,75.9,21.97
POL,2000-10-01,80.18,5.25,90.77,20.84,77.26,63.95,63.4,4.99,84.56,5.1,49.95,76.0,21.24
POL,2000-11-01,80.82,5.12,91.14,20.29,77.73,64.0,63.47,5.0,84.43,5.05,50.04,76.06,20.43
POL,2000-12-01,80.61,5.18,91.26,20.62,77.06,64.07,63.46,5.06,84.52,5.0,49.89,76.13,19.82
POL,2001-01-01,80.47,4.87,91.91,20.63,77.37,64.74,63.56,5.09,84.55,4.98,49.98,76.28,19.04
POL,2001-02-01,80.53,5.25,91.51,20.45,77.08,64.2,63.58,5.01,84.46,5.01,49.96,76.28,18.6
POL,2001-03-01,80.67,5.25,92.18,20.22,77.2,64.64,63.64,4.93,84.55,5.07,49.86,76.33,17.97
POL,2001-04-01,81.01,4.99,91.69,20.35,77.2,64.48,63.71,5.12,84.47,4.99,49.99,76.41,17.44
POL,2001-05-01,80.91,4.88,91.45,20.25,77.14,64.93,63.92,5.04,84.45,5.07,49.89,76.48,16.97
POL,2001-06-01,81.18,5.35,91.08,20.91,76.97,64.69,63.73,5.05,84.56,5.02,49.96,76.54,16.44
POL,2001-07-01,81.17,5.03,91.61,20.36,77.46,64.75,63.95,5.05,84.56,5.07,49.85,76.66,15.82
POL,2001-08-01,80.77,4.8,91.54,20.76,77.71,64.54,63.99,5.08,84.49,4.96,49.96,76.66,15.3
POL,2001-09-01,81.0,5.3,91.46,20.55,77.46,64.82,63.98,5.02,84.43,5.04,50.02,76.73,14.76
POL,2001-10-01,81.1,4.95,91.11,20.23,77.18,65.46,64.11,4.96,84.51,5.03,49.97,76.74,14.12
POL,2001-11-01,81.1,4.96,91.86,20.43,76.87,65.01,64.12,4.83,84.48,5.01,49.93,76.78,13.64
POL,2001-12-01,81.36,5.04,91.81,20.59,77.01,65.57,64.17,5.03,84.54,4.92,49.99,76.9,13.07
POL,2002-01-01,81.24,4.85,91.94,20.52,77.16,64.87,64.15,5.12,84.47,4.96,49.92,76.99,12.63
POL,2002-02-01,81.04,4.78,91.39,20.66,76.96,65.41,64.2,4.98,84.43,5.08,49.89,77.01,12.35
POL,2002-03-01,81.79,4.95,91.65,20.45,77.54,65.03,64.31,4.95,84.51,4.97,49.91,77.13,12.18
POL,2002-04-01,81.68,4.78,91.45,20.51,77.37,65.13,64.44,5.06,84.54,5.02,50.02,77.16,12.01
POL,2002-05-01,81.31,5.05,91.36,20.45,77.14,65.24,64.34,4.97,84.55,4.97,49.97,77.15,11.86
POL,2002-06-01,81.21,4.31,91.64,20.64,77.48,65.51,64.3,4.97,84.51,4.96,50.07,77.22,11.66
POL,2002-07-01,81.48,5.16,90.99,20.71,77.24,65.31,64.55,4.99,84.41,5.03,49.86,77.28,11.58
POL,2002-08-01,81.23,4.72,91.37,20.76,77.14,65.66,64.59,4.98,84.43,4.96,49.91,77.36,11.41
POL,2002-09-01,80.78,5.23,91.47,20.87,76.92,65.15,64.6,5.17,84.47,4.88,49.92,77.41,11.28
POL,2002-10-01,81.53,5.27,91.41,20.38,77.35,65.03,64.68,4.95,84.6,5.03,49.88,77.47,11.05
POL,2002-11-01,81.42,4.74,91.59,20.38,77.37,64.67,64.67,5.01,84.43,5.09,49.96,77.57,10.79
POL,2002-12-01,81.3,4.65,91.67,20.52,77.62,64.98,64.71,5.0,84.43,5.03,49.93,77.59,10.69
POL,2003-01-01,80.95,4.68,91.38,20.24,77.21,64.79,64.78,5.07,84.43,5.02,49.89,77.55,10.43
POL,2003-02-01,81.43,4.97,91.44,20.97,77.3,65.21,64.94,4.93,84.44,4.96,49.99,77.61,10.94
POL,2003-03-01,81.47,4.81,91.51,20.63,76.9,65.15,64.88,5.04,84.48,5.0,49.86,77.55,11.39
POL,2003-04-01,81.16,5.03,91.03,20.91,77.04,64.82,64.92,4.87,84.42,4.98,49.95,77.67,11.76
POL,2003-05-01,81.23,4.78,91.69,20.52,77.04,65.49,65.01,5.03,84.52,4.96,49.93,77.73,12.18
POL,2003-06-01,81.2,5.33,91.85,20.74,77.3,65.54,65.11,5.08,84.55,5.08,49.97,77.61,12.58
POL,2003-07-01,81.18,5.19,91.3,20.55,77.44,65.26,65.06,4.98,84.46,5.04,49.94,77.8,13.01
POL,2003-08-01,81.72,4.72,91.33,20.3,77.07,65.18,65.15,4.96,84.47,5.03,49.93,77.75,13.32
POL,2003-09-01,81.38,5.18,91.62,20.57,77.24,65.07,65.18,5.02,84.48,5.02,49.96,77.79,13.87
POL,2003-10-01,81.28,5.13,91.56,20.33,77.29,65.03,65.27,4.93,84.58,5.01,49.91,77.77,14.24
POL,2003-11-01,81.45,4.87,91.49,20.5,77.06,65.07,65.33,5.01,84.52,5.0,49.94,77.76,14.61
POL,2003-12-01,81.76,4.86,91.69,20.78,77.12,65.36,65.31,4.97,84.49,4.95,49.97,77.83,15.0
POL,2004-01-01,81.05,5.32,91.46,20.47,77.3,64.99,65.48,4.98,84.47,4.98,49.96,77.79,15.37
POL,2004-02-01,81.82,5.37,91.4,21.03,77.36,64.81,65.59,5.02,84.4,5.01,50.0,77.81,15.21
POL,2004-03-01,81.34,4.81,91.69,20.77,77.79,65.27,65.63,4.93,84.53,5.03,49.98,77.86,14.99
POL,2004-04-01,81.21,4.71,91.82,20.23,77.25,65.13,65.58,5.07,84.48,5.05,49.93,78.0,14.83
POL,2004-05-01,81.32,5.31,91.46,20.69,77.16,65.4,65.66,4.97,84.48,4.94,49.98,77.92,14.71
POL,2004-06-01,81.35,5.18,90.8,20.7,76.87,65.1,65.69,4.95,84.49,5.05,49.93,77.94,14.35
POL,2004-07-01,81.29,4.84,91.54,20.38,77.69,64.95,65.8,5.06,84.46,5.11,49.95,78.16,14.22
POL,2004-08-01,81.3,5.33,91.48,20.51,77.41,65.07,65.87,5.04,84.47,5.1,49.91,78.07,14.02
POL,2004-09-01,81.61,5.09,91.56,20.34,77.76,65.15,65.88,4.98,84.59,4.93,49.85,78.11,13.9
POL,2004-10-01,81.51,4.79,91.59,20.42,77.6,65.38,65.94,4.96,84.53,5.04,49.96,78.07,13.53
POL,2004-11-01,81.5,4.71,91.26,20.8,78.23,65.6,65.9,4.98,84.49,4.97,49.98,78.07,13.41
POL,2004-12-01,81.54,5.17,91.48,21.08,77.93,65.06,65.99,5.02,84.49,5.05,49.9,78.11,13.19
POL,2005-01-01,81.86,4.98,91.46,20.49,78.26,65.15,66.09,5.02,84.55,4.9,49.97,78.19,12.9
POL,2005-02-01,81.5,4.67,91.68,20.87,78.22,64.87,66.11,4.95,84.45,5.0,49.98,78.26,12.76
POL,2005-03-01,81.43,5.08,91.58,21.26,78.16,65.01,66.13,5.04,84.43,5.12,49.94,78.28,12.63
POL,2005-04-01,81.13,4.97,91.65,21.19,77.68,64.61,66.27,4.93,84.54,5.02,49.93,78.24,12.36
POL,2005-05-01,81.36,4.92,91.34,21.36,78.22,64.97,66.31,5.01,84.46,4.96,49.99,78.32,12.34
POL,2005-06-01,81.45,4.66,91.82,22.54,77.99,64.9,66.35,4.88,84.48,5.05,49.94,78.28,12.04
POL,2005-07-01,81.15,4.92,91.15,22.22,77.93,64.63,66.35,4.98,84.47,4.99,49.93,78.3,11.98
POL,2005-08-01,81.17,4.92,92.0,22.68,77.41,64.58,66.48,5.03,84.55,5.05,49.98,78.37,11.91
POL,2005-09-01,81.4,4.95,91.01,23.43,77.46,64.36,66.52,5.01,84.49,5.07,50.03,78.43,11.58
POL,2005-10-01,80.54,5.04,91.49,23.78,77.31,64.24,66.59,5.07,84.45,4.99,49.94,78.44,11.45
POL,2005-11-01,80.93,4.88,91.83,24.05,77.73,64.34,66.65,5.05,84.42,4.95,49.9,78.43,11.39
POL,2005-12-01,80.8,5.38,91.51,24.31,77.47,64.3,66.67,5.04,84.43,5.04,49.95,78.48,11.08
POL,2006-01-01,80.56,5.69,91.78,24.79,77.15,64.12,66.71,5.0,84.54,5.11,49.94,78.42,10.91
POL,2006-02-01,80.65,5.02,91.28,24.52,78.05,64.3,66.8,5.01,84.49,5.01,49.89,78.49,11.17
POL,2006-03-01,80.63,4.98,91.71,24.61,77.69,64.47,66.88,5.05,84.49,5.02,49.95,78.5,11.44
POL,2006-04-01,80.74,5.17,91.34,24.66,77.6,64.11,66.87,5.09,84.47,4.94,49.93,78.53,11.65
POL,2006-05-01,80.51,5.12,91.96,24.73,77.51,64.53,66.95,5.0,84.56,4.97,49.92,78.48,11.82
POL,2006-06-01,80.47,4.88,91.75,24.48,77.29,63.85,66.98,4.98,84.49,5.05,49.89,78.59,12.1
POL,2006-07-01,80.49,4.82,91.73,24.68,77.4,64.42,67.07,4.95,84.49,5.0,49.93,78.52,12.18
POL,2006-08-01,80.24,5.0,91.96,24.38,77.55,64.46,67.16,4.93,84.52,4.99,50.01,78.65,12.46
POL,2006-09-01,80.59,5.15,91.62,24.53,78.0,64.08,67.13,5.02,84.46,5.04,49.91,78.62,12.73
POL,2006-10-01,80.52,5.19,91.6,24.67,77.21,64.23,67.13,4.96,84.51,5.04,49.9,78.57,12.99
POL,2006-11-01,80.01,4.96,91.4,24.43,77.32,63.99,67.24,4.97,84.55,5.04,49.96,78.6,13.13
POL,2006-12-01,80.35,4.89,91.46,24.59,77.25,63.88,67.28,5.02,84.48,5.06,49.95,78.7,13.49
POL,2007-01-01,80.3,5.34,91.32,24.11,77.64,63.79,67.39,4.97,84.5,4.98,49.88,78.63,13.59
POL,2007-02-01,80.6,4.91,91.83,23.81,77.19,64.26,67.34,4.92,84.42,4.97,49.89,78.77,13.9
POL,2007-03-01,80.58,5.27,91.56,24.16,77.71,64.27,67.51,5.03,84.43,4.95,49.94,78.73,14.12
POL,2007-04-01,80.36,5.08,91.58,24.52,77.69,64.66,67.6,4.99,84.55,4.89,49.99,78.75,14.47
POL,2007-05-01,80.84,4.8,91.34,24.82,78.26,64.24,67.49,5.01,84.51,5.02,49.95,78.83,14.64
POL,2007-06-01,81.54,5.37,92.06,24.48,78.12,64.69,67.66,5.02,84.48,5.03,49.94,78.83,14.88
POL,2007-07-01,80.83,5.08,90.94,23.92,78.37,64.53,67.67,5.07,84.36,4.94,49.92,78.92,15.22
POL,2007-08-01,81.9,5.18,91.46,24.01,78.5,64.18,67.75,4.99,84.53,4.99,49.99,78.89,15.46
POL,2007-09-01,81.76,4.61,91.2,24.26,78.63,64.84,67.77,5.03,84.42,5.01,49.89,78.99,15.79
POL,2007-10-01,82.05,5.56,91.34,24.23,78.34,65.05,67.83,4.94,84.56,4.94,49.88,79.11,15.92
POL,2007-11-01,82.1,5.24,90.99,24.39,79.29,65.24,67.96,5.1,84.61,5.01,50.03,79.1,16.26
POL,2007-12-01,82.47,4.85,91.53,24.02,79.1,65.24,67.94,4.93,84.41,4.99,49.96,79.19,16.57
POL,2008-01-01,82.36,5.02,91.31,23.75,79.13,65.63,68.13,5.06,84.52,5.04,50.0,79.18,16.79
POL,2008-02-01,82.57,5.27,91.32,24.21,79.06,65.22,68.02,5.03,84.5,4.95,50.01,79.27,16.62
